"edad","gnro","etnia","dept","mpio","prsns","edu","trbjo","ingrso","grp_ingrso","estrto","moto","moto_dias","carro","carro_dias","ccnr","attn","cc_info","cc_preocup","cc_futuro","cc_econ","cc_imp_co2","cc_imp_pers","cc_imp_equit","pol_prtds_col_hum","pol_prtds_liga","pol_prtds_cende","pol_prtds_lib","pol_prtds_cons","pol_prtds_verdox","pol_prtds_unpat","pol_prtds_camra","pol_prtds_mira","pol_prtds_U","pol_prtds_averd","pol_prtds_pactoh","pol_prtds_notie","pol_prtds_otro","pol_prtds_nodic","pol_pres","izq_der","prop_eschr_labrl","prop_eschr_pensl","prop_eschr_fepc","prop_eschr_salud","prop_eschr_paz","prop_eschr_energ","prop_eschr_ning","prop_entd_labrl","prop_entd_pensl","prop_entd_fepc","prop_entd_salud","prop_entd_paz","prop_entd_energ","prop_entd_ning","prop_acrd_labrl","prop_acrd_pensl","prop_acrd_fepc","prop_acrd_salud","prop_acrd_paz","prop_acrd_energ","pais_gnrl","pais_dmcrc","pais_econ","info_fnte_pernal","info_fnte_perreg","info_fnte_radnal","info_fnte_radlol","info_fnte_pscall","info_fnte_tvnal","info_fnte_tvreg","info_fnte_web","info_fnte_redscl","info_fnte_vlls","info_fnte_afic","info_fnte_voz","info_fnte_nose","ffsr_gnrl","ffsr_dsl","ffsr_gas","gas_super","dsl_super","benefic","derecho","yo_amnto","pobre_amnto","rica_amnto","frst_a","frst_b","frst_c","frst_d","ffsr_mnt","ffsr_prcl","ffsr_complet","rr_lmpsm","rr_pobre","rr_afctds","rr_deuda","rr_etransp","rr_paz","rr_edu","rr_ncer","rr_deforst","rr_mas","rr_mas_si","sesgo","T_A","T_B","T_C","T_D","C_A","C_B","C_C","C_D","C_no_frst","days_per_week","ffsr_mnt_recode_2","ffsr_prcl_recode_2","ffsr_complet_recode_2","ffsr_mnt_recode_2extrem","ffsr_prcl_recode_2extrem","ffsr_complet_recode_2extrem","ffsr_mnt_recode_3","ffsr_prcl_recode_3","ffsr_complet_recode_3","rr_lmpsm_recode_2","rr_pobre_recode_2","rr_afctds_recode_2","rr_deuda_recode_2","rr_etransp_recode_2","rr_paz_recode_2","rr_edu_recode_2","rr_ncer_recode_2","rr_deforst_recode_2","rr_lmpsm_recode_2extrem","rr_pobre_recode_2extrem","rr_afctds_recode_2extrem","rr_deuda_recode_2extrem","rr_etransp_recode_2extrem","rr_paz_recode_2extrem","rr_edu_recode_2extrem","rr_ncer_recode_2extrem","rr_deforst_recode_2extrem","rr_lmpsm_recode_3","rr_pobre_recode_3","rr_afctds_recode_3","rr_deuda_recode_3","rr_etransp_recode_3","rr_paz_recode_3","rr_edu_recode_3","rr_ncer_recode_3","rr_deforst_recode_3"
20,"Mujer","Ninguno de los anteriores","Cauca","Popayán","4","Bachillerato clásico","Estudiar","Entre 0 y 500.000 COP","Medio","4",1,1,0,NA,"Propane gas","Muy de acuerdo",3,3,"Urgent in future","Equal priority",3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Gustavo Petro",3,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,"...progresando",3,3,1,1,0,0,0,1,0,1,1,0,0,0,0,0,NA,NA,0,0,2,3,4,4,4,NA,NA,NA,"Algo de acuerdo","Ni de acuerdo ni desacuerdo","Algo en desacuerdo","Algo en desacuerdo","Apoyaría ALGO la política","Apoyaría MUCHO la política","Apoyaría ALGO la política","Apoyaría MUCHO la política","Apoyaría MUY POCO la política","Apoyaría MUY POCO la política","INDECISO/A","Apoyaría NADA la política","Apoyaría MUCHO la política","Sí","Colombia","Sí, sesgo de centro",0,0,0,1,0,0,0,0,0,1,0,0,0,NA,NA,NA,1,0,0,1,1,1,1,0,0,0,0,1,NA,1,NA,1,NA,NA,NA,0,1,2,2,2,2,0,0,1,0,2
27,"Hombre","Negro(a), mulato(a) (afrodescendiente), afrocolombiano(a)","Córdoba","Montería","3","Técnico o Tecnológico","Trabajo a tiempo parcial","Entre 500.001 y 900.000 COP","Medio","3",1,2,0,NA,"Natural gas","Muy de acuerdo",3,3,"Urgent in future","Not sure",3,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Voto en blanco",3,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,"...estancado",2,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,3,3,3,3,3,"6 %",NA,NA,NA,"Ni de acuerdo ni desacuerdo","Ni de acuerdo ni desacuerdo","Ni de acuerdo ni desacuerdo","INDECISO/A","INDECISO/A","INDECISO/A","INDECISO/A","INDECISO/A","INDECISO/A","INDECISO/A","INDECISO/A","INDECISO/A","No",NA,"Sí, sesgo de derecha",1,0,0,0,0,0,0,0,0,2,0,0,0,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1
24,"Mujer","Ninguno de los anteriores","Antioquía","Medellín","2","Universidad o postgrado","Trabajo a tiempo completo","Entre 1.400.001 y 1.825.000 COP","Medio","3",1,3,0,NA,"Natural gas","Muy de acuerdo",2,3,"Urgent but too late","Priority to climate",1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Prefiero no decir por quien voté",4,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"... en retroceso",4,1,0,0,1,0,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,4,2,4,2,4,NA,"Algo en desacuerdo",NA,NA,"Ni de acuerdo ni desacuerdo","Ni de acuerdo ni desacuerdo","Ni de acuerdo ni desacuerdo","Apoyaría ALGO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría NADA la política","Apoyaría NADA la política","Apoyaría NADA la política","Apoyaría MUCHO la política","Apoyaría ALGO la política","Apoyaría MUCHO la política","No",NA,"Sí, sesgo de centro",0,1,0,0,0,0,0,0,0,3,0,0,0,NA,NA,NA,1,1,1,1,1,1,0,0,0,1,1,1,NA,1,1,0,0,0,1,NA,1,2,2,2,0,0,0,2,2,2
48,"Hombre","Ninguno de los anteriores","Antioquía","Medellín","4","Bachillerato clásico","Trabajo a tiempo completo","Más que 1.825.000 COP","Medio-bajo","2",0,NA,0,NA,"Natural gas","Muy de acuerdo",4,3,"Urgent today","Priority to climate",4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gustavo Petro",2,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,"...progresando",5,4,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,NA,NA,5,4,4,2,1,NA,NA,NA,"Muy en desacuerdo","Muy de acuerdo","Algo en desacuerdo","Algo en desacuerdo","Apoyaría ALGO la política","Apoyaría ALGO la política","Apoyaría MUCHO la política","Apoyaría ALGO la política","Apoyaría ALGO la política","Apoyaría ALGO la política","Apoyaría ALGO la política","Apoyaría ALGO la política","Apoyaría ALGO la política","No",NA,"No, no hay ningún sesgo",0,0,0,1,0,0,0,0,0,NA,1,0,0,1,NA,NA,2,0,0,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2
33,"Hombre","Ninguno de los anteriores","Bogotá","Bogotá, D.C.","1","Universidad o postgrado","Trabajo a tiempo completo","Más que 1.825.000 COP","Medio","3",0,NA,0,NA,"Natural gas","Muy de acuerdo",3,4,"Urgent today","Equal priority",5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Gustavo Petro",2,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,"...estancado",3,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,NA,NA,1,1,2,3,4,3,1,NA,NA,NA,"Algo en desacuerdo","Ni de acuerdo ni desacuerdo","Ni de acuerdo ni desacuerdo","Ni de acuerdo ni desacuerdo","Apoyaría MUY POCO la política","Apoyaría MUY POCO la política","Apoyaría MUY POCO la política","INDECISO/A","Apoyaría ALGO la política","Apoyaría ALGO la política","Apoyaría ALGO la política","Apoyaría MUCHO la política","Apoyaría ALGO la política","No",NA,"Sí, sesgo de centro",0,0,0,0,0,0,0,1,0,NA,0,0,0,NA,NA,NA,1,1,1,0,0,0,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,0,1,2,2,2,2,2
21,"Mujer","Ninguno de los anteriores","Bogotá","Bogotá, D.C.","3","Universidad o postgrado","Estudiar y trabajar","Entre 1.400.001 y 1.825.000 COP","Medio","3",0,NA,1,4,"Natural gas","Muy de acuerdo",5,5,"Urgent today","Equal priority",4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Gustavo Petro",2,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,"...estancado",2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,2,4,4,5,5,NA,NA,"Ni de acuerdo ni desacuerdo",NA,"Muy de acuerdo","Algo en desacuerdo","Muy en desacuerdo","Apoyaría NADA la política","Apoyaría NADA la política","Apoyaría NADA la política","Apoyaría NADA la política","Apoyaría ALGO la política","Apoyaría ALGO la política","Apoyaría ALGO la política","Apoyaría ALGO la política","Apoyaría ALGO la política","No",NA,"Sí, sesgo de centro",0,0,0,0,0,0,1,0,0,4,1,0,0,1,NA,0,2,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,2,2,2,2,2
29,"Hombre","Negro(a), mulato(a) (afrodescendiente), afrocolombiano(a)","Valle del Cauca","Cali","3","Técnico o Tecnológico","Trabajo a tiempo completo","Más que 1.825.000 COP","Medio","3",1,7,1,7,"Natural gas","Muy de acuerdo",3,5,"Urgent today","Equal priority",5,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Gustavo Petro",3,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,"...progresando",4,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NA,NA,1,1,2,5,5,5,5,NA,"Algo en desacuerdo",NA,NA,"Ni de acuerdo ni desacuerdo","Algo de acuerdo","Muy en desacuerdo","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría ALGO la política","Apoyaría MUCHO la política","Apoyaría ALGO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Sí","Mejorar la educacion que a su vez por ley de arrastre mejoraria la seguridad, que se impulsara el deportes en los jovenes y la conciencia ambiental","No, no hay ningún sesgo",0,1,0,0,0,0,0,0,0,7,0,1,0,NA,NA,0,1,2,0,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,1,1,1,1,2,2,2,2,2,2,2,2,2
38,"Mujer","Ninguno de los anteriores","Atlántico","Barranquilla","4","Técnico o Tecnológico","Inactivo/a (sin buscar empleo)","Entre 1.400.001 y 1.825.000 COP","Medio-bajo","2",0,NA,1,7,"Natural gas","Muy de acuerdo",4,4,"Urgent today","Equal priority",5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Voto en blanco",4,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,"...estancado",1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,5,5,2,5,NA,"Algo en desacuerdo",NA,NA,"Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","INDECISO/A","Apoyaría NADA la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría NADA la política","Apoyaría NADA la política","Apoyaría NADA la política","Apoyaría MUCHO la política","Apoyaría NADA la política","Sí","Los más necesitados, y a la deuda externa","No, no hay ningún sesgo",0,1,0,0,0,0,0,0,0,7,1,1,0,1,1,0,2,2,0,0,0,1,1,0,0,0,1,0,NA,0,1,1,0,0,0,1,0,1,0,2,2,0,0,0,2,0
24,"Mujer","Ninguno de los anteriores","Bogotá","Bogotá, D.C.","5 o más","Técnico o Tecnológico","Trabajo a tiempo completo","Más que 1.825.000 COP","Medio-bajo","2",1,7,0,NA,"Natural gas","Muy de acuerdo",2,4,"Urgent today","Priority to climate",3,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gustavo Petro",2,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,"...progresando",4,4,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,NA,1,1,4,5,5,5,2,NA,NA,NA,NA,"Muy de acuerdo","Ni de acuerdo ni desacuerdo","Muy de acuerdo","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría ALGO la política","Apoyaría MUY POCO la política","Apoyaría MUY POCO la política","Apoyaría ALGO la política","Apoyaría ALGO la política","Apoyaría MUY POCO la política","No",NA,"No, no hay ningún sesgo",0,0,0,0,0,0,0,0,1,7,1,0,1,1,NA,1,2,1,2,1,1,1,1,0,0,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA,2,2,2,2,0,0,2,2,0
29,"Hombre","Ninguno de los anteriores","Cundinamarca","Agua de Dios","2","Técnico o Tecnológico","Trabajo a tiempo completo","Más que 1.825.000 COP","Medio-bajo","2",1,7,0,NA,"Natural gas","Muy de acuerdo",4,3,"Urgent today","Equal priority",5,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Gustavo Petro",4,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,"...progresando",4,5,1,0,0,0,0,0,1,0,1,0,0,0,0,1,NA,1,1,1,2,4,5,4,1,NA,NA,"Muy de acuerdo",NA,"Muy de acuerdo","Algo de acuerdo","Muy en desacuerdo","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría ALGO la política","Apoyaría MUCHO la política","Apoyaría ALGO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría NADA la política","Sí","No, apoyaría","Sí, sesgo de derecha",0,0,1,0,0,0,0,0,0,7,1,1,0,1,NA,0,2,2,0,1,1,1,1,1,1,1,1,0,1,1,NA,1,NA,1,1,1,0,2,2,2,2,2,2,2,2,0
41,"Hombre","Ninguno de los anteriores","Cundinamarca","Agua de Dios","3","Universidad o postgrado","Trabajo a tiempo completo","Más que 1.825.000 COP","Medio-alto","4",1,7,1,4,"Natural gas","Muy de acuerdo",4,5,"Urgent today","Equal priority",5,5,5,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"Rodolfo Hernández",3,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,"...estancado",4,2,0,0,0,1,0,1,1,1,1,0,0,0,0,0,NA,NA,1,1,2,5,5,5,4,"37 %",NA,NA,NA,"Muy de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Apoyaría MUY POCO la política","Apoyaría MUY POCO la política","Apoyaría MUY POCO la política","Apoyaría MUY POCO la política","Apoyaría MUY POCO la política","Apoyaría MUY POCO la política","Apoyaría MUY POCO la política","Apoyaría MUY POCO la política","Apoyaría MUY POCO la política","No",NA,"No, no hay ningún sesgo",0,0,0,0,1,0,0,0,0,7,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
55,"Mujer","Ninguno de los anteriores","Antioquía","Medellín","3","Técnico o Tecnológico","Trabajo a tiempo completo","Entre 900.001 y 1.400.000 COP","Medio","3",1,4,1,7,"Natural gas","Muy de acuerdo",3,5,"Urgent today","Equal priority",5,5,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Voto en blanco",4,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,"... en retroceso",3,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,NA,NA,1,1,1,2,5,5,1,NA,NA,"Algo de acuerdo",NA,"Algo de acuerdo","Ni de acuerdo ni desacuerdo","Muy en desacuerdo","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUY POCO la política","Sí","Más programas y ayudas para el adulto mayor sobre todo en salud sin importar estrato social","No estoy seguro(a)",0,0,1,0,0,0,0,0,0,7,1,0,0,NA,NA,0,2,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,NA,2,2,2,2,2,2,2,2,0
44,"Hombre","Ninguno de los anteriores","Santander","Bucaramanga","4","Técnico o Tecnológico","Trabajo a tiempo completo","Más que 1.825.000 COP","Medio","3",1,7,0,NA,"Natural gas","Muy de acuerdo",4,5,"Urgent today","Equal priority",5,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Rodolfo Hernández",3,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,"...progresando",5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,1,1,4,4,4,4,4,"[pipe: PctTreatment] %",NA,NA,NA,"Algo de acuerdo","Algo de acuerdo","Algo en desacuerdo","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Sí","Mejoramiento de la infraestructura vial y seguridad en las distintas regiones","Sí, sesgo de derecha",1,0,0,0,0,0,0,0,0,7,1,1,0,NA,NA,NA,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
46,"Hombre","Ninguno de los anteriores","Atlántico","Barranquilla","5 o más","Universidad o postgrado","Trabajo a tiempo completo","Más que 1.825.000 COP","Medio-alto","4",1,5,1,4,"Natural gas","Muy de acuerdo",4,4,"Urgent in future","Equal priority",4,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Prefiero no decir por quien voté",3,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,"... en retroceso",3,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,NA,NA,1,1,2,4,5,4,4,NA,NA,NA,"Ni de acuerdo ni desacuerdo","Muy de acuerdo","Muy en desacuerdo","Muy en desacuerdo","INDECISO/A","Apoyaría ALGO la política","Apoyaría MUCHO la política","INDECISO/A","Apoyaría ALGO la política","INDECISO/A","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría ALGO la política","No",NA,"No estoy seguro(a)",0,0,0,0,0,0,0,1,0,5,1,0,0,1,0,0,2,0,0,0,1,1,0,1,0,1,1,1,NA,NA,1,NA,NA,NA,1,1,NA,1,2,2,1,2,1,2,2,2
38,"Mujer","Ninguno de los anteriores","Cesar","Valledupar","3","Universidad o postgrado","Trabajo a tiempo completo","Entre 500.001 y 900.000 COP","Medio","2",0,NA,0,NA,"Natural gas","Muy de acuerdo",2,3,"Urgent today","Equal priority",3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Rodolfo Hernández",3,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,"...estancado",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,1,1,1,1,1,4,1,NA,NA,NA,"Algo de acuerdo","Muy de acuerdo","Muy de acuerdo","Algo en desacuerdo","Apoyaría NADA la política","Apoyaría NADA la política","Apoyaría NADA la política","Apoyaría NADA la política","Apoyaría NADA la política","Apoyaría NADA la política","Apoyaría ALGO la política","Apoyaría ALGO la política","Apoyaría ALGO la política","No",NA,"No estoy seguro(a)",0,0,0,1,0,0,0,0,0,NA,1,1,0,1,1,NA,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,2,2,2
38,"Mujer","Ninguno de los anteriores","Bogotá","Bogotá, D.C.","2","Universidad o postgrado","Trabajo a tiempo completo","Más que 1.825.000 COP","Medio","3",0,NA,0,NA,"Natural gas","Muy de acuerdo",4,5,"Urgent today","Priority to climate",5,4,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"Gustavo Petro",2,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,"...progresando",1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NA,NA,1,1,1,1,5,5,3,"37 %",NA,NA,NA,"Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","No",NA,"No, no hay ningún sesgo",1,0,0,0,0,0,0,0,0,NA,1,1,0,1,1,0,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
49,"Hombre","Negro(a), mulato(a) (afrodescendiente), afrocolombiano(a)","Antioquía","Medellín","3","Técnico o Tecnológico","Trabajo a tiempo completo","Más que 1.825.000 COP","Medio","4",1,5,0,NA,"Natural gas","Muy de acuerdo",2,4,"Urgent today","Equal priority",4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Rodolfo Hernández",3,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,"... en retroceso",1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NA,NA,1,1,1,5,5,5,5,"[pipe: PctTreatment] %",NA,NA,NA,"Muy de acuerdo","Algo en desacuerdo","Muy en desacuerdo","Apoyaría ALGO la política","Apoyaría ALGO la política","Apoyaría NADA la política","Apoyaría ALGO la política","Apoyaría MUCHO la política","Apoyaría ALGO la política","Apoyaría ALGO la política","Apoyaría ALGO la política","Apoyaría ALGO la política","Sí","Apoyar a los deportistas y sedes deportivos y dejar de robar dineros para su bien común","No estoy seguro(a)",1,0,0,0,0,0,0,0,0,5,1,0,0,1,NA,0,2,0,0,1,1,0,1,1,1,1,1,1,NA,NA,0,NA,1,NA,NA,NA,NA,2,2,0,2,2,2,2,2,2
47,"Mujer","Negro(a), mulato(a) (afrodescendiente), afrocolombiano(a)","Valle del Cauca","Cali","2","Secundaria","Trabajos del hogar","Entre 1.400.001 y 1.825.000 COP","Medio","3",0,NA,0,NA,"Natural gas","Muy de acuerdo",4,4,"Never a problem","Priority to economy",4,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"No voté",4,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,"... en retroceso",4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,1,2,5,4,5,1,NA,NA,"Ni de acuerdo ni desacuerdo",NA,"Muy de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Apoyaría NADA la política","Apoyaría MUCHO la política","Apoyaría MUY POCO la política","Apoyaría MUY POCO la política","Apoyaría NADA la política","Apoyaría NADA la política","Apoyaría MUCHO la política","Apoyaría MUY POCO la política","Apoyaría NADA la política","Sí","Los hogares mas pobres de colombia","No, no hay ningún sesgo",0,0,1,0,0,0,0,0,0,NA,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,NA,NA,0,0,1,NA,0,0,2,0,0,0,0,2,0,0
38,"Mujer","Ninguno de los anteriores","Bogotá","Bogotá, D.C.","4","Universidad o postgrado","Trabajos del hogar","Más que 1.825.000 COP","Medio-alto","4",0,NA,1,3,"Natural gas","Muy de acuerdo",3,5,"Urgent today","Priority to climate",5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Gustavo Petro",2,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,"...progresando",3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,1,3,5,5,5,2,NA,NA,NA,"Algo en desacuerdo","Algo de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Apoyaría MUCHO la política","Apoyaría MUY POCO la política","INDECISO/A","Apoyaría ALGO la política","Apoyaría ALGO la política","Apoyaría MUY POCO la política","Apoyaría ALGO la política","Apoyaría MUCHO la política","INDECISO/A","No",NA,"No, no hay ningún sesgo",0,0,0,1,0,0,0,0,0,3,1,0,0,NA,0,0,2,0,0,1,0,0,1,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,1,NA,2,0,1,2,2,0,2,2,1
32,"Mujer","Ninguno de los anteriores","Bogotá","Bogotá, D.C.","2","Técnico o Tecnológico","Trabajo a tiempo completo","Más que 1.825.000 COP","Medio-bajo","3",0,NA,0,NA,"Natural gas","Muy de acuerdo",4,5,"Urgent today","Equal priority",5,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Gustavo Petro",2,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,"...progresando",2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,1,1,1,4,4,2,4,"12 %",NA,NA,NA,"Algo de acuerdo","Algo en desacuerdo","Muy en desacuerdo","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría NADA la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Sí","Aumento en la inversión para la Educación Pública.     Salarios más dignos para la Policía para que dejen de robar al pobre en las calles.","No, no hay ningún sesgo",0,0,0,0,1,0,0,0,0,NA,1,0,0,NA,NA,0,2,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,2,2,2,2,0,2,2,2,2
60,"Mujer","Ninguno de los anteriores","Cundinamarca","Agua de Dios","2","Universidad o postgrado","Trabajo a tiempo completo","Más que 1.825.000 COP","Medio-alto","3",0,NA,1,4,"Natural gas","Muy de acuerdo",4,5,"Urgent today","Equal priority",5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Gustavo Petro",2,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,"...progresando",1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,1,1,4,5,5,5,5,NA,"Muy en desacuerdo",NA,NA,"Algo de acuerdo","Muy de acuerdo","Algo de acuerdo","Apoyaría ALGO la política","Apoyaría NADA la política","Apoyaría MUY POCO la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","Apoyaría NADA la política","Apoyaría NADA la política","Apoyaría MUCHO la política","Apoyaría MUCHO la política","No",NA,"No, no hay ningún sesgo",0,1,0,0,0,0,0,0,0,4,1,1,1,NA,1,NA,2,2,2,1,0,0,1,1,0,0,1,1,NA,0,NA,1,1,0,0,1,1,2,0,0,2,2,0,0,2,2
